experiment,condition,seed,model,train_size,test_bleu,test_chrf,test_chrfpp,test_ter,training_time_seconds,actual_epochs,test_n_samples
exp2,RANDOM-2000,123,facebook/nllb-200-distilled-600M,1800,2.9236602259753552,25.910255968944547,23.270563686221216,96.07228915662651,4490.743906736374,,1455
exp2,RANDOM-2000,2024,facebook/nllb-200-distilled-600M,1800,3.0572398626031427,26.082594500426016,23.43607219359596,105.27710843373495,4538.689666986465,,1455
exp2,RANDOM-2000,42,facebook/nllb-200-distilled-600M,1800,3.069567017089621,25.98521558543572,23.290932593009646,100.10843373493977,4458.7114334106445,,1455
exp2,RANDOM-2000,456,facebook/nllb-200-distilled-600M,1800,2.713020673364318,24.50379916089128,22.184186154311615,103.13253012048193,4647.6892557144165,,1455
exp2,RANDOM-2000,789,facebook/nllb-200-distilled-600M,1800,3.099751732146509,25.981789396138154,23.459113300435895,103.65060240963855,4084.261540412903,,1455
exp2,RANDOM-4000,123,facebook/nllb-200-distilled-600M,3600,4.074260074080032,29.210858683013623,26.139336878312253,97.14457831325302,6258.3224420547485,,1455
exp2,RANDOM-4000,2024,facebook/nllb-200-distilled-600M,3600,3.774204171140484,29.106143964334436,26.05300319263886,100.20481927710843,4209.4773535728455,,1455
exp2,RANDOM-4000,42,facebook/nllb-200-distilled-600M,3600,2.970711903500196,28.153122127833786,25.245410945106094,104.44578313253012,3524.623259305954,,1455
exp2,RANDOM-4000,456,facebook/nllb-200-distilled-600M,3600,4.085705773232972,29.23388709018943,26.20618266469195,97.69879518072288,5295.221804141998,,1455
exp2,RANDOM-4000,789,facebook/nllb-200-distilled-600M,3600,3.3837649565673082,28.085150331124147,25.095354028868815,100.40963855421687,3838.043292284012,,1455
exp2,RANDOM-500,123,facebook/nllb-200-distilled-600M,450,1.788621110928248,18.671638253199223,16.871535971025814,102.46987951807229,967.7353777885437,,1455
exp2,RANDOM-500,2024,facebook/nllb-200-distilled-600M,450,1.9052511158642453,19.004734690525314,17.27835921909675,103.28915662650601,1013.5746715068817,,1455
exp2,RANDOM-500,42,facebook/nllb-200-distilled-600M,450,1.759470525221759,18.34536322486861,16.55319083499906,104.12048192771084,1008.7905902862549,,1455
exp2,RANDOM-500,456,facebook/nllb-200-distilled-600M,450,1.562340871818933,18.882568375557724,16.96438912561513,111.87951807228916,996.3105533123016,,1455
exp2,RANDOM-500,789,facebook/nllb-200-distilled-600M,450,1.4491616747849108,18.62902507517427,16.78432722364194,98.6144578313253,979.3200926780701,,1455
exp2,RANDOM-6000,123,facebook/nllb-200-distilled-600M,5400,4.04078990608195,29.356488241296525,26.5458129034713,100.93975903614458,3087.4153718948364,,1455
exp2,RANDOM-6000,2024,facebook/nllb-200-distilled-600M,5400,3.8478248539354634,30.466703212816864,27.220167774892733,96.12048192771084,5288.204347372055,,1455
exp2,RANDOM-6000,42,facebook/nllb-200-distilled-600M,5400,4.234429163761417,28.811359290429557,26.086735274536828,93.06024096385542,3103.264481306076,,1455
exp2,RANDOM-6000,456,facebook/nllb-200-distilled-600M,5400,4.041367349698785,30.532872428527085,27.318945747684193,96.40963855421687,6118.190864801407,,1455
exp2,RANDOM-6000,789,facebook/nllb-200-distilled-600M,5400,3.902680516972329,29.9883466689598,26.758450720707444,97.42168674698796,5051.48983001709,,1455
exp2,RANDOM-6K_STRUCTURED-1000,123,facebook/nllb-200-distilled-600M,6300,18.86074822011616,39.20553560639864,37.174607493883,83.39759036144578,3315.167331457138,,1455
exp2,RANDOM-6K_STRUCTURED-1000,2024,facebook/nllb-200-distilled-600M,6300,18.46843831473853,38.919465152390856,36.8524190224187,82.34939759036145,3523.4919018745422,,1455
exp2,RANDOM-6K_STRUCTURED-1000,42,facebook/nllb-200-distilled-600M,6300,16.70680534744221,38.10884490621794,35.9540929222008,88.48192771084338,3285.973284482956,,1455
exp2,RANDOM-6K_STRUCTURED-1000,456,facebook/nllb-200-distilled-600M,6300,19.08012586683164,39.81326831832828,37.795948323471094,82.27710843373494,4475.7724459171295,,1455
exp2,RANDOM-6K_STRUCTURED-1000,789,facebook/nllb-200-distilled-600M,6300,20.369515257876703,39.947096270600056,37.844130491589326,77.28915662650603,4087.6692633628845,,1455
exp2,RANDOM-6K_STRUCTURED-2000,123,facebook/nllb-200-distilled-600M,7200,21.408414111722085,40.85865485664348,38.80300054724306,77.6987951807229,3884.5855395793915,,1455
exp2,RANDOM-6K_STRUCTURED-2000,2024,facebook/nllb-200-distilled-600M,7200,22.23042032983599,40.98650189029777,39.10908131454695,77.95180722891565,4110.779830932617,,1455
exp2,RANDOM-6K_STRUCTURED-2000,42,facebook/nllb-200-distilled-600M,7200,23.41695731309355,42.135737538179995,40.034991569342054,72.2289156626506,6239.136029005051,,1455
exp2,RANDOM-6K_STRUCTURED-2000,456,facebook/nllb-200-distilled-600M,7200,21.496671353189157,40.8913170658424,38.87984633004158,79.90361445783132,4092.108707666397,,1455
exp2,RANDOM-6K_STRUCTURED-2000,789,facebook/nllb-200-distilled-600M,7200,20.48112661876216,40.63112644918807,38.48312978270282,78.74698795180723,3640.91371011734,,1455
exp2,RANDOM-6K_STRUCTURED-4000,123,facebook/nllb-200-distilled-600M,8516,21.75942546012316,41.070133611901426,39.16782472898671,79.74698795180723,4315.066203594208,,1455
exp2,RANDOM-6K_STRUCTURED-4000,2024,facebook/nllb-200-distilled-600M,8516,22.999346285696877,41.30409972442315,39.44046162703004,76.13253012048192,5154.38486289978,,1455
exp2,RANDOM-6K_STRUCTURED-4000,456,facebook/nllb-200-distilled-600M,8516,23.2734408861032,41.13110293943876,39.18548924782691,75.69879518072288,4464.475168228149,,1455
exp2,RANDOM-6K_STRUCTURED-4000,789,facebook/nllb-200-distilled-600M,8516,18.28966001608334,38.67741219025054,36.94231145492686,95.18072289156626,3117.3918273448944,,1455
exp2,RANDOM-6K_STRUCTURED-500,123,facebook/nllb-200-distilled-600M,5850,15.748701368701855,37.52413079130959,35.24408472454002,82.42168674698796,3804.9914660453796,,1455
exp2,RANDOM-6K_STRUCTURED-500,2024,facebook/nllb-200-distilled-600M,5850,17.98757070702871,39.33418993806521,37.00627713784193,78.12048192771084,6540.315729856491,,1455
exp2,RANDOM-6K_STRUCTURED-500,42,facebook/nllb-200-distilled-600M,5850,15.169171455635402,37.64854114076954,35.324936230378476,84.87951807228916,3687.5029442310333,,1455
exp2,RANDOM-6K_STRUCTURED-500,456,facebook/nllb-200-distilled-600M,5850,13.631236224557727,35.97721696187776,33.615323059963984,84.78313253012048,3037.1212570667267,,1455
exp2,RANDOM-6K_STRUCTURED-500,789,facebook/nllb-200-distilled-600M,5850,16.846374545014243,38.81174917102585,36.51400143795024,79.71084337349397,4537.121179819107,,1455
exp2,RANDOM-8000,123,facebook/nllb-200-distilled-600M,7200,4.257553175304907,30.82484204788457,27.563158921856584,94.73493975903614,5866.298258066177,,1455
exp2,RANDOM-8000,2024,facebook/nllb-200-distilled-600M,7200,3.9928520385466575,30.814485641086257,27.569146744983737,97.95180722891567,6916.76616358757,,1455
exp2,RANDOM-8000,42,facebook/nllb-200-distilled-600M,7200,4.16746626300375,30.485661074861525,27.236912751535748,98.0722891566265,6152.474263906479,,1455
exp2,RANDOM-8000,456,facebook/nllb-200-distilled-600M,7200,4.221525881591701,31.3929598151655,27.95248826343383,93.5421686746988,5522.093231678009,,1455
exp2,RANDOM-8000,789,facebook/nllb-200-distilled-600M,7200,3.9881988650395708,30.510094730919253,27.46343703161812,103.28915662650601,5044.192359447479,,1455
exp2,REPLACE-R6000_S4000,123,facebook/nllb-200-distilled-600M,8516,21.75942546012316,41.070133611901426,39.16782472898671,79.74698795180723,4252.722238540649,,1455
exp2,REPLACE-R6000_S4000,2024,facebook/nllb-200-distilled-600M,8516,22.999346285696877,41.30409972442315,39.44046162703004,76.13253012048192,5126.692506313324,,1455
exp2,REPLACE-R6000_S4000,42,facebook/nllb-200-distilled-600M,8516,20.78425961457176,40.10971529672331,38.14052483820936,85.26506024096385,3697.3397104740143,,1455
exp2,REPLACE-R6000_S4000,456,facebook/nllb-200-distilled-600M,8516,23.2734408861032,41.13110293943876,39.18548924782691,75.69879518072288,4586.186367750168,,1455
exp2,REPLACE-R6000_S4000,789,facebook/nllb-200-distilled-600M,8516,18.28966001608334,38.67741219025054,36.94231145492686,95.18072289156626,3073.196975708008,,1455
exp2,REPLACE-R8000_S2000,123,facebook/nllb-200-distilled-600M,9000,22.58182695377709,41.7308744754112,39.74379620135059,78.5421686746988,6293.438103199005,,1455
exp2,REPLACE-R8000_S2000,2024,facebook/nllb-200-distilled-600M,9000,22.505288610022966,41.67931049057883,39.647001119286955,77.37349397590361,4654.780490875244,,1455
exp2,REPLACE-R8000_S2000,42,facebook/nllb-200-distilled-600M,9000,21.82310082141977,41.25321354097894,39.110154485585475,77.53012048192771,4285.863415002823,,1455
exp2,REPLACE-R8000_S2000,456,facebook/nllb-200-distilled-600M,9000,21.84087555987091,41.46928478894303,39.478212611185604,75.02409638554217,3942.743618965149,,1455
exp2,REPLACE-R8000_S2000,789,facebook/nllb-200-distilled-600M,9000,23.438349673385137,42.38175088135546,40.18189646729155,74.13253012048193,6753.481455087662,,1455
exp2,REPLACE-R9000_S1000,123,facebook/nllb-200-distilled-600M,8100,19.711322882893565,40.6336048887061,38.30146037821504,78.43373493975903,5138.254437208176,,1455
exp2,REPLACE-R9000_S1000,2024,facebook/nllb-200-distilled-600M,8100,16.724668156083112,37.698381217265045,35.62979449082158,87.62650602409639,3205.7669734954834,,1455
exp2,REPLACE-R9000_S1000,42,facebook/nllb-200-distilled-600M,8100,18.560142116155852,39.73563261790099,37.56409050556858,76.60240963855422,3672.380286216736,,1455
exp2,REPLACE-R9000_S1000,456,facebook/nllb-200-distilled-600M,8100,21.640350266914613,41.362256041522436,39.08598347317388,74.97590361445783,6550.2682366371155,,1455
exp2,REPLACE-R9000_S1000,789,facebook/nllb-200-distilled-600M,8100,20.17713650396655,40.35478786648403,38.263498562952115,78.09638554216868,5405.627825021744,,1455
exp2,REPLACE-R9500_S500,123,facebook/nllb-200-distilled-600M,7650,14.997810505468438,38.01716494545307,35.6691756150835,83.55421686746988,4029.4005677700043,,1455
exp2,REPLACE-R9500_S500,2024,facebook/nllb-200-distilled-600M,7650,16.6398404695058,38.905022403677776,36.3983638473067,77.71084337349397,5730.293273448944,,1455
exp2,REPLACE-R9500_S500,42,facebook/nllb-200-distilled-600M,7650,15.740231224776092,38.24771595938684,35.84874708374913,83.7710843373494,5084.172456264496,,1455
exp2,REPLACE-R9500_S500,456,facebook/nllb-200-distilled-600M,7650,15.510875793902681,38.332709119616545,35.871947887256525,83.28915662650603,4059.534525871277,,1455
exp2,REPLACE-R9500_S500,789,facebook/nllb-200-distilled-600M,7650,16.207744077253416,38.62201752052994,36.2635821331763,82.72289156626506,5079.809458017349,,1455
exp2,STRUCTURED-1000,123,facebook/nllb-200-distilled-600M,900,18.512168168890337,28.879239149539472,28.398339757814355,89.46987951807229,1618.6218874454498,,1455
exp2,STRUCTURED-1000,2024,facebook/nllb-200-distilled-600M,900,20.018129179716155,28.94576640073906,28.61138469367152,82.48192771084337,1588.4581756591797,,1455
exp2,STRUCTURED-1000,42,facebook/nllb-200-distilled-600M,900,20.472248775734965,29.078781117300572,28.723912645168298,81.38554216867469,1600.6448810100555,,1455
exp2,STRUCTURED-1000,456,facebook/nllb-200-distilled-600M,900,20.040998488293916,29.00972447786025,28.583150772933806,82.97590361445783,1638.0763795375824,,1455
exp2,STRUCTURED-1000,789,facebook/nllb-200-distilled-600M,900,14.824352949340266,28.060880948019072,27.545252018767634,107.51807228915662,1565.123863697052,,1455
exp2,STRUCTURED-200,123,facebook/nllb-200-distilled-600M,180,10.382275339320174,23.067361388858625,22.276068607769677,96.07228915662651,299.85213589668274,,1455
exp2,STRUCTURED-200,2024,facebook/nllb-200-distilled-600M,180,8.880722143246219,22.448319634278334,21.7905366496988,108.39759036144578,296.76068782806396,,1455
exp2,STRUCTURED-200,42,facebook/nllb-200-distilled-600M,180,9.623364570848672,23.24079249390174,22.472727019389175,102.72289156626506,294.58935809135437,,1455
exp2,STRUCTURED-200,456,facebook/nllb-200-distilled-600M,180,9.41466098683932,23.068909239359154,22.422672393907735,106.20481927710843,293.65274262428284,,1455
exp2,STRUCTURED-200,789,facebook/nllb-200-distilled-600M,180,8.701437678867725,22.93094210187891,22.133019199824556,106.24096385542168,297.1124269962311,,1455
exp2,STRUCTURED-2000,123,facebook/nllb-200-distilled-600M,1800,20.77001539336914,29.213309008490928,28.819139062955863,83.51807228915663,3357.2160108089447,,1455
exp2,STRUCTURED-2000,2024,facebook/nllb-200-distilled-600M,1800,21.617517301291006,29.482674960582134,29.198537295852383,78.78313253012048,2759.707235813141,,1455
exp2,STRUCTURED-2000,42,facebook/nllb-200-distilled-600M,1800,21.37928253021592,29.842088791619886,29.556439097153188,81.9156626506024,2867.3408193588257,,1455
exp2,STRUCTURED-2000,456,facebook/nllb-200-distilled-600M,1800,15.16026389881753,28.01851218804332,27.51236693163916,106.26506024096385,2667.3331909179688,,1455
exp2,STRUCTURED-2000,789,facebook/nllb-200-distilled-600M,1800,20.641037659793614,29.46351855357473,29.154269798910136,84.3855421686747,2981.8344781398773,,1455
exp2,STRUCTURED-3000,123,facebook/nllb-200-distilled-600M,2649,21.209613431636107,28.908980370773435,28.490394913156663,86.44578313253012,3205.811602830887,,1455
exp2,STRUCTURED-3000,2024,facebook/nllb-200-distilled-600M,2649,21.424406793437058,29.306109644633587,28.782230475638297,82.48192771084337,4251.32645201683,,1455
exp2,STRUCTURED-3000,42,facebook/nllb-200-distilled-600M,2649,21.635523636666864,30.002065436434894,29.55344395557394,80.60240963855422,2882.522813796997,,1455
exp2,STRUCTURED-3000,789,facebook/nllb-200-distilled-600M,2649,20.23058330345328,29.8747685514285,29.565781846859814,84.08433734939759,2233.501340866089,,1455
exp2,STRUCTURED-4000,123,facebook/nllb-200-distilled-600M,3116,19.392921352168806,29.73750428321778,29.149724350756163,91.13253012048193,2125.9217789173126,,1455
exp2,STRUCTURED-4000,2024,facebook/nllb-200-distilled-600M,3116,20.767141621116984,29.27027834008536,28.596823701105944,90.09638554216868,2624.7926063537598,,1455
exp2,STRUCTURED-4000,42,facebook/nllb-200-distilled-600M,3116,20.967733150391403,28.952426209086727,28.50423778394859,85.03614457831326,3163.996924638748,,1455
exp2,STRUCTURED-4000,456,facebook/nllb-200-distilled-600M,3116,17.99859660595804,28.396164144060904,27.819765775406157,100.40963855421687,2019.7384963035583,,1455
exp2,STRUCTURED-4000,789,facebook/nllb-200-distilled-600M,3116,18.404585158754326,28.96930290494584,28.534373111651252,99.25301204819277,2421.7307283878326,,1455
exp2,STRUCTURED-500,123,facebook/nllb-200-distilled-600M,450,16.688192755106638,27.395683720193908,26.76970146632621,83.65060240963855,778.5757081508636,,1455
exp2,STRUCTURED-500,2024,facebook/nllb-200-distilled-600M,450,14.883102444134563,27.285433623343103,26.68697805981774,89.86746987951807,742.7792139053345,,1455
exp2,STRUCTURED-500,42,facebook/nllb-200-distilled-600M,450,13.411093735496502,25.848824572663666,25.343116347542793,105.34939759036143,782.1762981414795,,1455
exp2,STRUCTURED-500,456,facebook/nllb-200-distilled-600M,450,15.839061797426037,26.50486339496733,25.927191662939205,89.04819277108433,748.285409450531,,1455
exp2,STRUCTURED-500,789,facebook/nllb-200-distilled-600M,450,14.568691043897728,25.963993814086848,25.383328631171214,95.0,758.9477229118347,,1455
